X	Y	class
21.62161667	10.50165425	1
25.86991795	8.710407573	1
26.98733572	-0.252396612	1
17.47284776	-8.048914625	1
13.35962221	9.500463812	1
11.84726735	5.917279017	1
21.10653311	6.85633937	1
20.53723971	13.39819559	1
12.10112991	4.596402071	1
22.74368741	-4.662048542	1
27.27261099	-19.32119878	1
22.01698223	15.66307899	1
23.11359122	9.816064757	1
17.77879582	-4.078872428	1
14.80574752	-11.11038669	1
25.35316279	2.009812717	1
29.95665198	8.143228311	1
28.4096825	-0.625887707	1
17.68975065	12.59725366	1
27.44707757	0.450179811	1
26.19028463	-7.707212284	1
14.54377687	-10.8461246	1
17.02550536	6.319359664	1
25.51383954	19.26821331	1
28.27949849	-3.111049745	1
22.29935155	1.989971252	1
22.33431967	12.63446461	1
11.39104797	2.340781987	1
16.15075306	-11.5319194	1
12.29097626	-0.418386878	1
28.85958685	6.250342847	1
28.17668028	-5.232856286	1
19.26222415	6.416690868	1
21.04470006	7.381140485	1
11.71619961	6.998313408	1
20.4286536	-8.453170135	1
13.98450571	-2.669851277	1
26.24412617	8.670113649	1
21.4902206	-13.01197534	1
25.84633791	4.763566996	1
0.55528163	30.18418317	1
2.456216673	31.10322686	1
2.761286211	30.99557818	1
2.773324837	32.79313631	1
3.580306793	33.85533433	1
3.378404654	31.46727633	1
3.535739023	33.82416371	1
3.428958444	30.93798709	1
4.403984282	33.00834898	1
3.512139864	33.79824921	1
0.669602537	34.86978349	1
1.58424556	34.60797831	1
1.735645222	30.20049834	1
2.689472299	34.56536428	1
0.277001684	34.33801521	1
2.09429738	32.01901692	1
4.434827269	32.65690769	1
3.708642372	32.35594907	1
4.100675269	34.41024412	1
0.380509095	34.75882725	1
3.028848126	32.7792614	1
1.639286789	33.29246342	1
2.479747324	34.16350257	1
4.748986871	30.38731251	1
3.069477542	-26.67444817	0
3.701871575	-25.85475994	0
4.692512101	-29.35718787	0
2.276285476	-27.26959385	0
1.542632149	-27.08826932	0
0.198499506	-25.11292778	0
1.382055497	-26.29475697	0
1.659498463	-25.16918849	0
2.499563767	-28.50463229	0
2.149219223	-25.67817831	0
3.916109712	-25.05421654	0
2.769070231	-28.38295021	0
3.615055459	-29.58517523	0
4.569888108	-29.42154402	0
2.606622863	-25.7529795	0
2.011663695	-27.54398005	0
2.610560879	-29.99963093	0
2.536393782	-25.65444953	0
2.015658555	-28.85913337	0
4.782461719	-29.00258951	0
3.990671004	-27.66453252	0
1.968936736	-27.66653806	0
0.397395075	-28.86485592	0
2.77826635	-29.55515979	0
